ticket_id,customer_id,product_id,assigned_agent_id,created_timestamp,resolved_timestamp,issue_category,priority,ticket_status,ticket_text
T00007707,C000829,P0046,A0012,2026-02-03 16:46:30,,Application Crash,Medium,In Progress,Bar want character stage think next author health military section step while.
T00007708,C000791,P0031,A0002,2025-12-07 11:26:37,2025-12-09 01:26:37,Performance,High,Resolved,Serve discover wrong minute wife success pay note girl drive street media.
T00007709,C001512,P0045,A0028,2025-11-25 23:33:51,,Application Crash,Low,Open,While these seven enter keep job structure tonight talk total sometimes environment.
T00007710,C000940,P0057,A0022,2026-03-10 03:56:44,,Payment,Critical,Open,Sit mind kitchen set degree rather stand second each voice step.
T00007711,C000570,P0082,A0022,2026-04-11 22:24:03,,Refund,Low,In Progress,System each detail word cost among fly training human bring seven seat.
T00007712,C000071,P0065,A0042,2025-10-28 12:39:47,2025-11-01 02:39:47,Refund,High,Closed,Already as some individual law ten of campaign might more rest expect skin size.
T00007713,C001014,P0043,A0044,2025-10-08 02:41:00,,Performance,Medium,Open,Effort movie air use report ten include public indicate level career amount growth.
T00007714,C000747,P0026,A0046,2025-09-16 13:20:20,,Application Crash,High,Open,Computer western stuff really range special action development avoid six.
T00007715,C000896,P0067,A0017,2026-07-12 19:51:36,2026-07-13 14:51:36,Account Access,High,Closed,Life treatment concern effect color so various would drop note question wonder.
T00007716,C001576,P0059,A0046,2026-05-11 09:20:08,,Hardware,Low,Open,Rule future west head threat thought choose city perhaps man let team collection.
T00007717,C001634,P0025,A0005,2026-06-01 09:09:26,2026-06-01 20:09:26,Application Crash,Critical,Resolved,Smile give space answer activity language weight threat realize forget southern something material business religious husband history life.
T00007718,C000133,P0100,A0012,2025-07-17 23:30:06,2025-07-18 23:30:06,Refund,Low,Closed,Deal though everybody heart public whether executive thing example throughout opportunity on laugh later last back action common.
T00007719,C001122,P0032,A0032,2026-05-27 12:24:03,2026-05-29 14:24:03,Application Crash,Low,Resolved,Dog could figure forget ask girl world tonight provide interview scene study in perhaps.
T00007720,C000991,P0067,A0022,2026-04-09 07:44:47,,Payment,Critical,In Progress,Test study may business process product federal provide.
T00007721,C000229,P0037,A0046,2025-09-26 02:55:50,,Refund,Medium,In Progress,Already heavy bed simply power property huge space police American story keep hard arrive.
T00007722,C000457,P0061,A0008,2025-08-04 11:34:34,2025-08-04 22:34:34,Application Crash,Medium,Resolved,Against thing close play enter operation of once must watch front data central audience.
T00007723,C001784,P0055,A0044,2025-12-11 19:24:38,,Payment,Low,Open,Through quickly drop weight effort position stop toward government indeed fast short west on six.
T00007724,C000442,P0005,A0028,2026-04-19 18:51:25,2026-04-22 14:51:25,Refund,High,Resolved,Reality couple range really relationship security one then value rate eat five big represent.
T00007725,C001763,P0055,A0047,2025-08-10 02:41:49,,Account Access,Low,In Progress,Air able policy eye history lead last set fill together officer bad.
T00007726,C000332,P0026,A0032,2026-03-15 09:42:28,2026-03-17 18:42:28,Application Crash,Critical,Closed,Agree increase could under almost method yourself subject assume expert.
T00007727,C000848,P0006,A0026,2026-02-14 07:03:23,2026-02-17 21:03:23,Application Crash,Critical,Resolved,High seven all respond decide half stage man very care three turn entire.
T00007728,C000717,P0073,A0025,2026-06-23 02:17:12,2026-06-28 02:17:12,Application Crash,Medium,Resolved,Baby assume energy bag behind relate its west level car hard arrive.
T00007729,C000206,P0001,A0022,2025-12-25 02:24:36,2025-12-26 16:24:36,Hardware,Critical,Resolved,Investment professional care daughter program prepare number out anyone against.
T00007730,C001350,P0017,A0025,2026-04-13 10:26:32,2026-04-18 06:26:32,Login,High,Closed,Store case goal east organization yourself report play exactly page other.
T00007731,C000367,P0043,A0044,2025-08-31 20:00:02,,Account Access,Low,Open,Nation apply interview manage edge identify process raise special media every party.
T00007732,C001287,P0070,A0022,2025-12-28 12:44:43,,Account Access,High,Open,System blue cost which right commercial lose upon can morning order security.
T00007733,C000433,P0044,A0030,2026-05-08 20:56:51,2026-05-09 16:56:51,Refund,High,Closed,Eye although successful sort why agency suddenly chair space laugh.
T00007734,C000968,P0081,A0012,2025-08-20 14:49:35,2025-08-24 19:49:35,Login,Low,Resolved,Under board they current receive couple institution own worry customer road book go side there machine energy region their.
T00007735,C000591,P0015,A0002,2026-06-24 02:23:23,,Account Access,High,In Progress,Expect parent listen wear stock name market help option whatever two development per what commercial.
T00007736,C000758,P0008,A0049,2026-05-14 10:35:11,,Application Crash,High,Open,Human themselves treat half guess chair this sound decade deal scientist bed travel that among tough read star color.
T00007737,C000240,P0052,A0026,2026-03-21 18:19:45,,Login,Low,In Progress,Budget address statement amount experience feel line instead job remember.
T00007738,C001394,P0015,A0007,2025-08-03 07:24:55,2025-08-07 10:24:55,Performance,High,Closed,Fire show night sure fish weight senior wife unit back next allow.
T00007739,C000183,P0030,A0038,2026-05-28 07:36:28,2026-05-30 15:36:28,Performance,Low,Closed,Understand accept very rock choice always though we hit produce scene suddenly ask different responsibility.
T00007740,C001359,P0084,A0025,2025-08-07 23:15:59,2025-08-10 08:15:59,Login,Low,Resolved,Lot develop save hit draw still training garden.
T00007741,C001786,P0040,A0022,2026-06-07 15:21:15,,Refund,High,Open,Other appear participant his food real stand cell model.
T00007742,C001944,P0083,A0032,2026-05-17 12:54:31,,Refund,Medium,Open,Toward very edge probably financial low decide sure meet parent risk two challenge notice.
T00007743,C001283,P0062,A0002,2026-03-29 17:36:04,,Application Crash,Low,In Progress,Loss economy candidate Democrat beat exist career color hold wind too performance night him full body.
T00007744,C001244,P0040,A0036,2026-04-10 11:47:44,2026-04-12 03:47:44,Payment,High,Closed,Tax long force onto cost her claim peace weight contain early church building include guess coach.
T00007745,C000714,P0095,A0044,2026-05-17 06:11:25,2026-05-20 18:11:25,Account Access,Low,Closed,General none central agree lot follow sea college firm fill some.
T00007746,C001615,P0084,A0026,2026-06-14 21:06:21,,Payment,Medium,In Progress,Into international financial but compare language face enter affect policy able fine hear gas instead person.
T00007747,C000998,P0018,A0016,2025-12-05 14:59:23,2025-12-07 04:59:23,Performance,High,Closed,Law social federal outside once name former attention ready west lose including entire entire look mean fight forget.
T00007748,C001045,P0096,A0008,2026-01-11 05:21:41,2026-01-15 08:21:41,Application Crash,Low,Resolved,Main painting born we hard let age foreign result true take seven go language.
T00007749,C000483,P0045,A0007,2026-03-27 21:53:24,,Account Access,High,In Progress,Interesting loss rock too happen response put give place participant thus maybe.
T00007750,C000534,P0035,A0038,2026-02-11 12:24:14,,Hardware,Critical,In Progress,May miss change deep against short treatment skill.
T00007751,C000508,P0086,A0036,2025-11-16 22:26:34,2025-11-20 16:26:34,Login,Low,Closed,Range professor indeed clearly central common break arrive crime son feeling speech prepare a indicate ability which hair.
T00007752,C000533,P0046,A0017,2026-01-03 10:08:46,,Refund,Low,Open,Ok provide situation allow role maintain major throughout both better always recognize himself worker scene later edge service stand.
T00007753,C001993,P0093,A0032,2025-11-29 05:19:40,2025-12-02 23:19:40,Account Access,Critical,Resolved,Recently most president challenge dog PM weight turn card radio structure most hot.
T00007754,C000340,P0041,A0008,2026-06-12 18:32:35,2026-06-16 03:32:35,Performance,Low,Closed,Democrat new song follow success race real see read page whether drop read apply support cover.
T00007755,C001513,P0057,A0005,2026-05-30 16:23:46,2026-05-31 07:23:46,Refund,Critical,Closed,Together trade by then ask discover nature task long better food officer suffer parent animal seven.
T00007756,C000151,P0064,A0050,2025-09-04 20:18:42,,Login,Low,In Progress,Sure message send stop religious person practice large lead majority employee board.
T00007757,C001965,P0069,A0032,2026-01-21 03:39:18,2026-01-23 08:39:18,Login,Medium,Closed,Able shake fall visit street pattern school large yet myself series country.
T00007758,C000471,P0081,A0032,2025-11-20 01:04:39,,Performance,Critical,Open,Agent page young study know box day would data machine investment speech phone simply answer pressure bed.
T00007759,C001392,P0024,A0032,2026-04-11 11:56:40,,Login,High,Open,Fill it leg happy put economic today seek sport.
T00007760,C000208,P0049,A0019,2026-07-10 05:17:18,,Performance,High,Open,Public behavior analysis include foot goal practice check somebody democratic adult less adult former building become.
T00007761,C000315,P0048,A0029,2026-04-15 19:27:15,2026-04-17 21:27:15,Payment,Low,Closed,Scene free purpose loss organization together though accept conference book prepare true strong.
T00007762,C001774,P0045,A0018,2026-03-01 16:27:29,,Application Crash,Low,In Progress,Put hold decision worker floor between voice onto.
T00007763,C000904,P0052,A0034,2025-10-11 10:56:48,,Refund,Critical,In Progress,Half me heart particular father water beyond less language part happy long four ago accept exist see and player.
T00007764,C001578,P0021,A0049,2026-04-11 06:46:18,2026-04-12 05:46:18,Account Access,High,Closed,Listen affect many him fine account century Mrs thought but personal develop policy outside near interview trip man.
T00007765,C001528,P0082,A0034,2026-07-04 17:53:15,2026-07-08 23:53:15,Performance,Critical,Closed,One admit of set language action rise foot pull letter history its international expect these could mouth here.
T00007766,C000077,P0072,A0005,2026-06-30 02:24:45,2026-07-02 01:24:45,Hardware,Critical,Resolved,Crime travel shake success later watch around few call her wait something worry free.
T00007767,C000955,P0030,A0038,2025-10-18 06:25:57,,Payment,Low,Open,Strong stage stay none we administration meeting cost travel.
T00007768,C001016,P0013,A0028,2025-08-02 18:36:05,2025-08-06 22:36:05,Login,High,Resolved,Number hot forget present him charge any middle try.
T00007769,C000784,P0011,A0019,2026-03-07 19:46:15,,Account Access,High,In Progress,Memory save doctor spend three movement break nothing imagine recent those country.
T00007770,C001837,P0054,A0022,2026-04-29 02:06:28,2026-04-29 14:06:28,Login,High,Closed,Expert particular never especially key five remain least with list accept role way each beat media certain rich could.
T00007771,C000215,P0048,A0016,2025-12-01 22:19:55,2025-12-06 01:19:55,Application Crash,High,Resolved,Respond idea line grow car president simply with thousand bed study down whole politics.
T00007772,C001398,P0085,A0031,2026-02-27 13:03:02,2026-03-01 10:03:02,Hardware,Medium,Resolved,During drive total anything past successful list hair leave want minute career store adult artist.
T00007773,C001221,P0037,A0046,2025-12-14 04:35:52,2025-12-18 03:35:52,Performance,High,Closed,Capital any life form special senior produce later interest include since debate fish probably risk him husband each popular.
T00007774,C001352,P0087,A0050,2026-02-26 02:32:02,,Refund,Low,Open,Consumer produce physical house month rich soldier box decision he old.
T00007775,C001909,P0094,A0050,2026-01-20 22:39:39,,Application Crash,Low,In Progress,Executive check board specific wide visit join situation suggest body down.
T00007776,C001037,P0063,A0050,2026-02-16 06:04:32,2026-02-19 11:04:32,Application Crash,Medium,Resolved,Time address option human when practice more indeed marriage model.
T00007777,C001235,P0025,A0049,2026-02-22 00:23:38,,Refund,Medium,Open,Kitchen Congress so short people although same bring fish air social continue.
T00007778,C001217,P0051,A0022,2025-10-27 21:44:46,2025-10-29 05:44:46,Hardware,Medium,Closed,Miss somebody not car there vote action thank.
T00007779,C000356,P0061,A0042,2026-03-18 12:44:29,2026-03-23 08:44:29,Application Crash,Low,Resolved,Though interest task data exactly north effect speech special yourself itself operation idea north.
